caseid,congress,year,dname,rname,dmajor,dminor,dall,rmajor,rminor,rall,unfusedminorparties,linesqd,linesqr,linesnd,linesnr,linesu,presidential,incumbent,dincumbent,rincumbent,districtfixedeffect,uncontested,winner,democraticmarginofvictory,nyc,chamber,icpsr,state_icpsr,state_abbrev,party_code,occupancy,last_means,district_code,bioname,gender,race,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,win_percentage,competitive,age,dal,ral,dc,rc,dg,rg,di,ri,dl,rl,dlt,rlt,drtl,rrtl,dsam,rsam,dr,rr,dtc,rtc,dwe,rwe,dwf,rwf,rd,_merge,fe,party,lib_dem_supp,cons_dem_supp,ind_dem_supp,lib_rep_supp,cons_rep_supp,ind_rep_supp,int_r_lib,int_d_lib,int_r_cons,int_d_cons,int_r_ind,int_d_ind,dm_nominate_dim1,dm_party,dm_ind_rep_supp,dm_cons_rep_supp,dm_lib_rep_supp,dm_ind_dem_supp,dm_cons_dem_supp,dm_lib_dem_supp,dm_gender,dm_race,dm_age,dm_competitive,dm_nyc,dm_int_d_ind,dm_int_r_ind,dm_int_d_cons,dm_int_r_cons,dm_int_d_lib,dm_int_r_lib,dm_dl,dm_rl,dm_dc,dm_rc,dm_di,dm_ri,dm_uncontested,dm_incumbent,int_comp1,int_comp2,int_comp3,int_comp4,int_comp5,int_comp6,int_comp10,int_comp20,int_comp30,int_comp40,int_comp50,int_comp60,int_uncont1,int_uncont2,int_uncont3,int_uncont4,int_uncont5,int_uncont6,int_uncont10,int_uncont20,int_uncont30,int_uncont40,int_uncont50,int_uncont60,int_incu1,int_incu2,int_incu3,int_incu4,int_incu5,int_incu6,int_incu10,int_incu20,int_incu30,int_incu40,int_incu50,int_incu60,dm_int_incu60,dm_int_incu50,dm_int_incu40,dm_int_incu30,dm_int_incu20,dm_int_incu10,dm_int_incu6,dm_int_incu5,dm_int_incu4,dm_int_incu3,dm_int_incu2,dm_int_incu1,dm_int_uncont60,dm_int_uncont50,dm_int_uncont40,dm_int_uncont30,dm_int_uncont20,dm_int_uncont10,dm_int_uncont6,dm_int_uncont5,dm_int_uncont4,dm_int_uncont3,dm_int_uncont2,dm_int_uncont1,dm_int_comp60,dm_int_comp50,dm_int_comp40,dm_int_comp30,dm_int_comp20,dm_int_comp10,dm_int_comp6,dm_int_comp5,dm_int_comp4,dm_int_comp3,dm_int_comp2,dm_int_comp1,dm_nokken_poole_dim1,d_prop_pres,dm_d_prop_pres,int10,int20,int30,int40,int50,int60,dm_dal,dm_ral,dm_dg,dm_rg,dm_dlt,dm_rlt,dm_drtl,dm_rrtl,dm_dsam,dm_rsam,dm_dtc,dm_rtc,dm_dwe,dm_rwe,dm_dr,dm_rr,dm_dwf,dm_rwf,mint1,mint2,mint3,mint4,mint5,mint6,mint7,mint8,mint9,mint10,mint11,mint12,mint13,mint14,mint15,mint16,mint17,mint18,dm_mint1,dm_mint2,dm_mint3,dm_mint4,dm_mint5,dm_mint6,dm_mint7,dm_mint8,dm_mint9,dm_mint10,dm_mint11,dm_mint12,dm_mint13,dm_mint14,dm_mint15,dm_mint16,dm_mint17,dm_mint18
601,97,1980,OZOLS,FISH,37369,0,37369,136619,22317,158936,0,0,1,0,0,0,1,1,0,1,b25,0,R,-0.619276126,0,House,12013,13,NY,200,0,1,25,"FISH, Hamilton, Jr.",0,0,F000141,1926,1996,.07,-.42300001,-209.72934,.70999998,612,94,,.050999999,-.449,.80963808,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,4,0,0,0,0,0,.19999999,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.043799996,.26928687,.0087468326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,93,1972,BURNS,FISH,54271,0,54271,126602,17784,144386,2879,0,1,0,0,1,1,1,0,1,b25,0,R,-0.453621065,0,House,12013,13,NY,200,0,1,25,"FISH, Hamilton, Jr.",0,0,F000141,1926,1996,.07,-.42300001,-296.54919,.70300001,841,131,,.116,-.565,.72681051,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,-4,0,0,0,0,0,.19999999,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.021200001,.21301004,-.047529995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,95,1976,PEYSER,FISH,58216,0,58216,122958,0,122958,16431,0,1,0,0,0,1,1,0,1,b25,0,R,-0.357347081,0,House,12013,13,NY,200,0,1,25,"FISH, Hamilton, Jr.",0,0,F000141,1926,1996,.07,-.42300001,-413.26474,.69199997,1123,183,,.116,-.498,.67867357,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.021200001,.33550054,.0749605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,96,1978,OZOLS,FISH,31213,0,31213,114641,0,114641,679,0,0,0,0,1,0,1,0,1,b25,0,R,-0.571996654,0,House,12013,13,NY,200,0,1,25,"FISH, Hamilton, Jr.",0,0,F000141,1926,1996,.07,-.42300001,-343.31512,.68900001,920,155,,.057,-.55599999,.78599834,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.80000001,0,0,0,0,0,0,2,0,0,0,0,0,-.80000001,0,0,0,0,0,-.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.80000001,0,0,0,0,-.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.037799995,.29454085,.034000814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,94,1974,ANGELL,FISH,53357,0,53357,87130,16669,103799,1881,0,1,0,0,1,0,1,0,1,b25,0,R,-0.320967701,0,House,12013,13,NY,200,0,1,25,"FISH, Hamilton, Jr.",0,0,F000141,1926,1996,.07,-.42300001,-370.81104,.69199997,1008,175,,.134,-.56400001,.66048384,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,-2,0,0,0,0,0,.19999999,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.19999999,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.039200008,.19036193,-.070178106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,97,1980,VICTOR,GILMAN,34906,2569,37475,137159,0,137159,10058,1,0,0,0,2,1,1,0,1,b26,0,R,-0.570816679,0,House,14015,13,NY,200,0,1,26,"GILMAN, Benjamin Arthur",0,0,G000212,1922,,.043000001,-.42500001,-258.25089,.67299998,653,120,,.028999999,-.48199999,.78540832,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,4,-.40000001,0,0,0,0,0,.39999998,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,-.2,.0031999983,.20290537,-.11909772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,93,1972,DOW,GILMAN,74906,0,74906,90922,0,90922,24596,0,0,0,0,2,1,1,1,0,b26,0,R,-0.096582001,0,House,14015,13,NY,200,0,1,26,"GILMAN, Benjamin Arthur",0,0,G000212,1922,,.043000001,-.42500001,-366.78217,.66399997,896,162,,.086000003,-.373,.54829103,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,-4,.60000002,0,0,0,0,0,-.60000002,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,-.2,.060200002,.3288981,.0068950057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,95,1976,MALONEY,GILMAN,60511,0,60511,120049,0,120049,3421,0,0,0,0,1,1,1,0,1,b26,0,R,-0.329740806,0,House,14015,13,NY,200,0,1,26,"GILMAN, Benjamin Arthur",0,0,G000212,1922,,.043000001,-.42500001,-493.40012,.662,1198,235,,.003,-.38299999,.66487038,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,-.40000001,0,0,0,0,0,-.60000002,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,-.2,-.0228,.39336428,.071361184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,96,1978,HOLBROOK,GILMAN,39062,2808,41870,87059,0,87059,10708,1,0,0,0,1,0,1,0,1,b26,0,R,-0.350495234,0,House,14015,13,NY,200,0,1,26,"GILMAN, Benjamin Arthur",0,0,G000212,1922,,.043000001,-.42500001,-445.13535,.653,1045,226,,.0070000002,-.51899999,.67524761,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,2,-.40000001,0,0,0,0,0,.39999998,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,-.2,-.018800002,.29984888,-.022154212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,94,1974,DOW,GILMAN,54380,3781,58161,81562,0,81562,11345,1,0,0,0,1,0,1,0,1,b26,0,R,-0.167481374,0,House,14015,13,NY,200,0,1,26,"GILMAN, Benjamin Arthur",0,0,G000212,1922,,.043000001,-.42500001,-413.09476,.67199999,1040,215,,.0040000002,-.46599999,.58374071,1,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,-2,.60000002,0,0,0,0,0,.39999998,0,.39999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,.80000001,-.0218,.3849988,.062995702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,96,1978,MCHUGH,WALLACE,83413,0,83413,60474,5703,66177,0,0,1,0,0,0,0,1,1,0,b27,0,D,0.115221606,0,House,14253,13,NY,100,0,1,27,"McHUGH, Matthew Francis",0,0,M000473,1938,,-.35299999,-.227,-234.66907,.79500002,1022,103,,-.36899999,-.28400001,.55761081,1,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b27,0,0,0,0,0,1,0,0,0,0,0,0,0,-.1232,-.2,0,.39999998,0,0,0,-.40000001,0,0,-2.5999985,.39999998,0,0,0,0,0,0,0,-.40000001,0,0,.39999998,0,0,0,.19999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,-.2,-.15059999,.52766782,.0076575875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,94,1974,MCHUGH,LIBOUS,79946,3616,83562,68273,0,68273,6526,1,0,0,0,1,0,0,0,0,b27,0,D,0.100694833,0,House,14253,13,NY,100,0,1,27,"McHUGH, Matthew Francis",0,0,M000473,1938,,-.35299999,-.227,-237.99751,.79299998,1027,108,,-.33500001,-.30500001,.55034739,1,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b27,0,1,0,0,0,0,0,0,0,0,0,0,0,-.1232,-.2,0,-.60000002,0,0,0,.60000002,0,0,-6.5999985,.39999998,0,0,0,0,0,0,0,.60000002,0,0,-.60000002,0,0,0,-.80000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,.80000001,-.11660001,.66631001,.14629978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,97,1980,MCHUGH,WALLACE,103863,0,103863,75892,7204,83096,1719,0,1,0,0,1,1,1,1,0,b27,0,D,0.11107783,0,House,14253,13,NY,100,0,1,27,"McHUGH, Matthew Francis",0,0,M000473,1938,,-.35299999,-.227,-147.55695,.796,647,65,,-.36899999,-.123,.55553889,1,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b27,0,0,0,0,0,1,0,0,0,0,0,0,0,-.1232,-.2,0,.39999998,0,0,0,-.40000001,0,0,-.59999847,.39999998,0,0,0,0,0,0,0,-.40000001,0,0,.39999998,0,0,0,.19999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,-.2,-.15059999,.5504775,.030467272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,95,1976,MCHUGH,HARTER,121763,5285,127048,58842,4784,63626,0,1,1,0,0,0,1,1,1,0,b27,0,D,0.332620074,0,House,14253,13,NY,100,0,1,27,"McHUGH, Matthew Francis",0,0,M000473,1938,,-.35299999,-.227,-331.63937,.75099999,1157,138,,-.30599999,-.35100001,.66631001,0,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b27,0,1,0,0,0,1,0,0,0,0,0,0,0,-.1232,-.2,0,.39999998,0,0,0,.60000002,0,0,-4.5999985,-.60000002,0,0,0,0,0,0,0,.60000002,0,0,.39999998,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,-.2,-.087599993,.29798517,-.22202507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,93,1972,BLAZER,ROBISON,55076,0,55076,114902,0,114902,14850,0,0,0,0,2,1,1,0,1,b27,0,R,-0.351963195,0,House,7995,13,NY,200,0,1,27,"ROBISON, Howard Winfield",0,0,R000357,1915,1987,.26300001,-.755,-305.06625,.69,823,145,,.287,-.81999999,.67598158,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b27,1,0,0,0,0,0,0,0,0,0,0,0,0,.4928,.80000001,0,-.60000002,0,0,0,-.40000001,0,0,14.400002,-.60000002,0,0,0,0,0,0,0,-.40000001,0,0,-.60000002,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,-.2,.5054,.55761081,.037600577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,96,1978,STRATTON,TOCKER,139575,0,139575,33112,2905,36017,7353,0,1,0,0,1,0,1,1,0,b28,0,D,0.58976491,0,House,9017,13,NY,100,0,1,28,"STRATTON, Samuel Studdiford",0,0,S000997,1916,1990,-.139,.208,-507.30063,.60799998,1019,225,,-.18000001,.54799998,.79488248,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0020000041,.7999149,.012212336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,95,1976,STRATTON,BRADT,170034,0,170034,40220,3833,44053,1075,0,1,0,0,1,1,1,1,0,b28,0,D,0.588457029,0,House,9017,13,NY,100,0,1,28,"STRATTON, Samuel Studdiford",0,0,S000997,1916,1990,-.139,.208,-561.28876,.61900002,1170,274,,-.16500001,.27000001,.79422849,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.017000005,.80646145,.018758893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,97,1980,STRATTON,WICKS,164088,0,164088,37504,0,37504,9063,0,0,0,0,3,1,1,1,0,b28,0,D,0.627921743,0,House,9017,13,NY,100,0,1,28,"STRATTON, Samuel Studdiford",0,0,S000997,1916,1990,-.139,.208,-247.17027,.671,619,101,,-.184,.56599998,.81396085,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0019999892,.76293421,-.024768353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,93,1972,STRATTON,RYAN,182395,0,182395,40966,4657,45623,0,0,1,0,0,0,1,1,1,0,b28,0,D,0.599829838,0,House,9017,13,NY,100,0,1,28,"STRATTON, Samuel Studdiford",0,0,S000997,1916,1990,-.139,.208,-389.23892,.63599998,859,187,,-.122,.104,.7999149,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06000001,.77894187,-.0087606907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,94,1974,STRATTON,WAGNER,156439,0,156439,33493,0,33493,4050,0,0,0,0,1,0,1,1,0,b28,0,D,0.647315881,0,House,9017,13,NY,100,0,1,28,"STRATTON, Samuel Studdiford",0,0,S000997,1916,1990,-.139,.208,-450.32114,.64099997,1014,213,,-.259,.33899999,.82365793,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),b28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.076999992,.79026037,.0025578141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
